Count,Name,Sex,Age,Height,Weight,Team,Games,Season,Event,Medal,BMI
225,Riaz Ahmed,M,27,150,70,Pakistan,1968 Summer,Summer,Hockey Men's Hockey,Gold,31
226,Riaz Ahmed,M,30,150,70,Pakistan,1972 Summer,Summer,Hockey Men's Hockey,Silver,31
227,Shahbaz Ahmed,M,23,175,61,Pakistan,1992 Summer,Summer,Hockey Men's Hockey,Bronze,20
228,Janne Petteri Ahonen,M,24,184,66,Finland,2002 Winter,Winter,"Ski Jumping Men's Large Hill, Team",Silver,19
229,Janne Petteri Ahonen,M,28,184,66,Finland,2006 Winter,Winter,"Ski Jumping Men's Large Hill, Team",Silver,19
230,Peter Ahrendt,M,30,169,66,Mutafo,1964 Summer,Summer,Sailing Mixed Three Person Keelboat,Silver,23
231,Brigitte Ahrenholz,F,23,178,85,East Germany,1976 Summer,Summer,Rowing Women's Coxed Eights,Gold,27
232,"Christian ""Chris"" Ahrens",M,28,195,97,United States,2004 Summer,Summer,Rowing Men's Coxed Eights,Gold,26
233,Marlene Ahrens Ostertag (-Ebensperger),F,23,176,70,Chile,1956 Summer,Summer,Athletics Women's Javelin Throw,Silver,23
234,Thomas Ahrens,M,16,163,50,Germany,1964 Summer,Summer,Rowing Men's Coxed Eights,Silver,19
235,Matteo Aicardi,M,26,192,102,Italy,2012 Summer,Summer,Water Polo Men's Water Polo,Silver,28
236,Matteo Aicardi,M,30,192,102,Italy,2016 Summer,Summer,Water Polo Men's Water Polo,Bronze,28
237,Mara Magdalena Aicega Amicarelli,F,26,165,60,Argentina,2000 Summer,Summer,Hockey Women's Hockey,Silver,22
238,Mara Magdalena Aicega Amicarelli,F,30,165,60,Argentina,2004 Summer,Summer,Hockey Women's Hockey,Bronze,22
239,Mara Magdalena Aicega Amicarelli,F,34,165,60,Argentina,2008 Summer,Summer,Hockey Women's Hockey,Bronze,22
240,Rosaria Aiello,F,27,172,74,Italy,2016 Summer,Summer,Water Polo Women's Water Polo,Silver,25
241,Hannes Aigner,M,23,183,75,Germany,2012 Summer,Summer,"Canoeing Men's Kayak Singles, Slalom",Bronze,22
242,Nobuyuki Aihara,M,21,154,53,Japan,1956 Summer,Summer,Gymnastics Men's Team All-Around,Silver,22
243,Nobuyuki Aihara,M,21,154,53,Japan,1956 Summer,Summer,Gymnastics Men's Floor Exercise,Silver,22
244,Nobuyuki Aihara,M,25,154,53,Japan,1960 Summer,Summer,Gymnastics Men's Team All-Around,Gold,22
245,Nobuyuki Aihara,M,25,154,53,Japan,1960 Summer,Summer,Gymnastics Men's Floor Exercise,Gold,22
246,Yutaka Aihara,M,21,156,55,Japan,1992 Summer,Summer,Gymnastics Men's Team All-Around,Bronze,23
247,Ryoji Aikawa,M,28,183,85,Japan,2004 Summer,Summer,Baseball Men's Baseball,Bronze,25
248,"Charles Benedict ""Ben"" Ainslie",M,19,183,90,Great Britain,1996 Summer,Summer,Sailing Mixed One Person Dinghy,Silver,27
249,"Charles Benedict ""Ben"" Ainslie",M,23,183,90,Great Britain,2000 Summer,Summer,Sailing Mixed One Person Dinghy,Gold,27
250,"Charles Benedict ""Ben"" Ainslie",M,27,183,90,Great Britain,2004 Summer,Summer,Sailing Men's One Person Dinghy,Gold,27
251,"Charles Benedict ""Ben"" Ainslie",M,31,183,90,Great Britain,2008 Summer,Summer,Sailing Mixed One Person Dinghy,Gold,27
252,"Charles Benedict ""Ben"" Ainslie",M,35,183,90,Great Britain,2012 Summer,Summer,Sailing Men's One Person Heavyweight Dinghy,Gold,27
253,Kurt Harold Ainsworth,M,22,187,84,United States,2000 Summer,Summer,Baseball Men's Baseball,Gold,24
254,Robin Allingham Aisher,M,34,185,85,Great Britain,1968 Summer,Summer,Sailing Mixed 5.5 metres,Bronze,25
255,Brett Aitken,M,21,173,65,Australia,1992 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Silver,22
256,Brett Aitken,M,25,173,65,Australia,1996 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,22
257,Brett Aitken,M,29,173,65,Australia,2000 Summer,Summer,Cycling Men's Madison,Gold,22
258,Artur Surenovych Aivazian,M,35,177,88,Ukraine,2008 Summer,Summer,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,28
259,Eirini Andili,F,17,167,45,Greece,2000 Summer,Summer,Rhythmic Gymnastics Women's Group,Bronze,16
260,"Oluwafemi ""Junior"" Ajayi",M,20,172,79,Nigeria,2016 Summer,Summer,Football Men's Football,Bronze,27
261,Omar Ajete Iglesias,M,27,175,93,Cuba,1992 Summer,Summer,Baseball Men's Baseball,Gold,30
262,Omar Ajete Iglesias,M,31,175,93,Cuba,1996 Summer,Summer,Baseball Men's Baseball,Gold,30
263,Omar Ajete Iglesias,M,35,175,93,Cuba,2000 Summer,Summer,Baseball Men's Baseball,Silver,30
264,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23,185,75,Nigeria,2008 Summer,Summer,Football Men's Football,Silver,22
265,Mobolade Abimbola Ajomale,M,20,180,62,Canada,2016 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Bronze,19
266,Chioma Ajunwa (-Opara),F,24,164,57,Nigeria,1996 Summer,Summer,Athletics Women's Long Jump,Gold,21
267,Kriss Kezie Uche Chukwu Duru Akabusi,M,25,185,81,Great Britain,1984 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Silver,24
268,Kriss Kezie Uche Chukwu Duru Akabusi,M,33,185,81,Great Britain,1992 Summer,Summer,Athletics Men's 400 metres Hurdles,Bronze,24
269,Kriss Kezie Uche Chukwu Duru Akabusi,M,33,185,81,Great Britain,1992 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Bronze,24
270,Kosei Akaishi,M,19,172,74,Japan,1984 Summer,Summer,"Wrestling Men's Featherweight, Freestyle",Silver,25
271,Kosei Akaishi,M,27,172,74,Japan,1992 Summer,Summer,"Wrestling Men's Lightweight, Freestyle",Bronze,25
272,Yuichi Akasaka,M,24,169,64,Japan,1992 Winter,Winter,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,22
273,Vehbi Akda,M,23,168,62,Turkey,1972 Summer,Summer,"Wrestling Men's Featherweight, Freestyle",Silver,22
274,Michelle Anne Akers,F,30,178,68,United States,1996 Summer,Summer,Football Women's Football,Gold,21
275,Taha Akgl,M,25,192,125,Turkey,2016 Summer,Summer,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,34
276,Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18,181,80,Soviet Union,1980 Summer,Summer,Volleyball Women's Volleyball,Gold,24
277,Albina Khamitovna Akhatova,F,21,160,55,Russia,1998 Winter,Winter,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,21
278,Albina Khamitovna Akhatova,F,25,160,55,Russia,2002 Winter,Winter,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,21
279,Albina Khamitovna Akhatova,F,29,160,55,Russia,2006 Winter,Winter,Biathlon Women's 10 kilometres Pursuit,Bronze,21
280,Albina Khamitovna Akhatova,F,29,160,55,Russia,2006 Winter,Winter,Biathlon Women's 15 kilometres,Bronze,21
281,Albina Khamitovna Akhatova,F,29,160,55,Russia,2006 Winter,Winter,Biathlon Women's 4 x 6 kilometres Relay,Gold,21
282,Murodzhon Kakharovich Akhmadaliyev,M,21,165,56,Uzbekistan,2016 Summer,Summer,Boxing Men's Bantamweight,Bronze,21
283,Artur Kamilevich Akhmatkhuzin,M,28,187,79,Russia,2016 Summer,Summer,"Fencing Men's Foil, Team",Gold,23
284,Bakhtiyar Shakhabutdinovich Akhmedov,M,21,190,120,Russia,2008 Summer,Summer,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,33
285,Lyutvi Dzhiber Akhmedov,M,34,184,87,Bulgaria,1964 Summer,Summer,"Wrestling Men's Heavyweight, Freestyle",Silver,26
286,Leyla Begnyazovna Akhmerova,F,23,160,52,Soviet Union,1980 Summer,Summer,Hockey Women's Hockey,Bronze,20
287,Igor Vladimirovich Akhremchik,M,26,180,79,Soviet Union,1960 Summer,Summer,Rowing Men's Coxless Fours,Bronze,24
288,Gulraiz Akhtar,M,25,172,61,Pakistan,1968 Summer,Summer,Hockey Men's Hockey,Gold,21
289,Naeem Akhtar,M,23,173,65,Pakistan,1984 Summer,Summer,Hockey Men's Hockey,Gold,22
290,John Akii-Bua,M,22,188,77,Uganda,1972 Summer,Summer,Athletics Men's 400 metres Hurdles,Gold,22
291,Anatoly Ivanovich Akimov,M,24,181,84,Soviet Union,1972 Summer,Summer,Water Polo Men's Water Polo,Gold,26
292,Vladimir Ivanovich Akimov,M,27,184,80,Soviet Union,1980 Summer,Summer,Water Polo Men's Water Polo,Gold,24
293,Morolake Akinosun,F,22,163,61,United States,2016 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Gold,23
294,Foluke Antinuke Akinradewo,F,24,191,79,United States,2012 Summer,Summer,Volleyball Women's Volleyball,Silver,22
295,Foluke Antinuke Akinradewo,F,28,191,79,United States,2016 Summer,Summer,Volleyball Women's Volleyball,Bronze,22
296,Khadzhimurat Magomedovich Akkayev,M,19,178,105,Russia,2004 Summer,Summer,Weightlifting Men's Middle-Heavyweight,Silver,33
297,Khadzhimurat Magomedovich Akkayev,M,23,178,105,Russia,2008 Summer,Summer,Weightlifting Men's Middle-Heavyweight,Bronze,33
298,Marina Dazmirovna Akobiya,F,25,165,57,Russia,2000 Summer,Summer,Water Polo Women's Water Polo,Bronze,21
299,Daniel Akpeyi,M,30,187,80,Nigeria,2016 Summer,Summer,Football Men's Football,Bronze,23
300,Monica Aksamit,F,26,183,74,United States,2016 Summer,Summer,"Fencing Women's Sabre, Team",Bronze,22
301,Liudmyla Vasylivna Aksenova (Shapovalova-),F,29,165,58,Soviet Union,1976 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Bronze,21
302,Aleksandr Timofeyevich Aksinin,M,21,173,67,Soviet Union,1976 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Bronze,22
303,Aleksandr Timofeyevich Aksinin,M,25,173,67,Soviet Union,1980 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Gold,22
304,Nikolay Aleksandrovich Aksyonov,M,26,201,100,Russia,1996 Summer,Summer,Rowing Men's Coxed Eights,Bronze,25
305,Irina Anatolyevna Aksyonova,F,17,174,62,Soviet Union,1980 Summer,Summer,Swimming Women's 4 x 100 metres Medley Relay,Bronze,20
306,Vladyslav Ivanovych Akymenko,M,23,192,88,Soviet Union,1976 Summer,Summer,Sailing Mixed Two Person Keelboat,Silver,24
307,Naser Al Shami,M,22,187,81,Syria,2004 Summer,Summer,Boxing Men's Heavyweight,Bronze,23
308,Nasser Salih Nasser Abdullah Al-Attiya,M,41,178,82,Qatar,2012 Summer,Summer,Shooting Men's Skeet,Bronze,26
309,Fehaid Al-Deehani,M,33,178,95,Kuwait,2000 Summer,Summer,Shooting Men's Double Trap,Bronze,30
310,Fehaid Al-Deehani,M,45,178,95,Kuwait,2012 Summer,Summer,Shooting Men's Trap,Bronze,30
311,Fehaid Al-Deehani,M,49,178,95,Individual Olympic Athletes,2016 Summer,Summer,Shooting Men's Double Trap,Gold,30
312,Ramzy Al-Duhami,M,40,162,70,Saudi Arabia,2012 Summer,Summer,"Equestrianism Mixed Jumping, Team",Bronze,27
313,Khaled Al-Eid,M,31,175,57,Saudi Arabia,2000 Summer,Summer,"Equestrianism Mixed Jumping, Individual",Bronze,19
314,Abdul Rashid Al-Hasan,M,25,170,63,Pakistan,1984 Summer,Summer,Hockey Men's Hockey,Gold,22
315,Ahmed bin Hasher Al-Maktoum,M,40,175,67,United Arab Emirates,2004 Summer,Summer,Shooting Men's Double Trap,Gold,22
316,Abdullah Al-Rashidi,M,52,183,83,Individual Olympic Athletes,2016 Summer,Summer,Shooting Men's Skeet,Bronze,25
317,Prince Abdullah Bin Moteb Al-Saud,M,27,178,69,Saudi Arabia,2012 Summer,Summer,"Equestrianism Mixed Jumping, Team",Bronze,22
318,Hadi Soua'an Al-Somaily Jaadan,M,23,191,72,Saudi Arabia,2000 Summer,Summer,Athletics Men's 400 metres Hurdles,Silver,20
319,Marina Alabau Neira,F,26,164,55,Spain,2012 Summer,Summer,Sailing Women's Windsurfer,Gold,20
320,Armenak Alachachyan,M,33,176,74,Soviet Union,1964 Summer,Summer,Basketball Men's Basketball,Silver,24
321,Arsen Shakhlamazovich Alakhverdiyev,M,23,154,52,Soviet Union,1972 Summer,Summer,"Wrestling Men's Flyweight, Freestyle",Silver,22
322,Noor Alam,M,26,172,73,Pakistan,1956 Summer,Summer,Hockey Men's Hockey,Silver,25
323,Noor Alam,M,30,172,73,Pakistan,1960 Summer,Summer,Hockey Men's Hockey,Gold,25
324,Vladan Alanovi,M,25,190,81,Croatia,1992 Summer,Summer,Basketball Men's Basketball,Silver,22
325,Mika Antero Alatalo,M,22,182,85,Finland,1994 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,26
326,Toimi Johannes Alatalo,M,30,174,67,Finland,1960 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,22
327,Fabio Albarelli,M,25,179,80,Italy,1968 Summer,Summer,Sailing Mixed One Person Dinghy,Bronze,25
328,Marco Albarello,M,31,187,84,Italy,1992 Winter,Winter,Cross Country Skiing Men's 10 kilometres,Silver,24
329,Marco Albarello,M,31,187,84,Italy,1992 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,24
330,Marco Albarello,M,33,187,84,Italy,1994 Winter,Winter,Cross Country Skiing Men's 10 kilometres,Bronze,24
331,Marco Albarello,M,33,187,84,Italy,1994 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,24
332,Marco Albarello,M,37,187,84,Italy,1998 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,24
333,Ruslan Vladimirovich Albegov,M,24,192,156,Russia,2012 Summer,Summer,Weightlifting Men's Super-Heavyweight,Bronze,42
334,David Albelda Aliqus,M,23,182,75,Spain,2000 Summer,Summer,Football Men's Football,Silver,23
335,Reinhard Alber,M,20,184,75,West Germany,1984 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,22
336,Alberto Alberani Samaritani,M,29,192,82,Italy,1976 Summer,Summer,Water Polo Men's Water Polo,Silver,22
337,Flrin Albert,M,18,182,75,Hungary,1960 Summer,Summer,Football Men's Football,Bronze,23
338,Nely Carla Alberto Francisca,F,29,179,90,Spain,2012 Summer,Summer,Handball Women's Handball,Bronze,28
339,Ebbe Gustav Bertil Albertsson (-Andersson),M,26,177,67,Sweden,1948 Summer,Summer,"Athletics Men's 10,000 metres",Bronze,21
340,Abramo Albini,M,20,180,83,Italy,1968 Summer,Summer,Rowing Men's Coxless Fours,Bronze,26
341,Islam-Beka Said-Tsilimovich Albiyev,M,19,165,66,Russia,2008 Summer,Summer,"Wrestling Men's Lightweight, Greco-Roman",Gold,24
342,Sylvia Albrecht (-Heckendorf),F,17,165,57,East Germany,1980 Winter,Winter,"Speed Skating Women's 1,000 metres",Bronze,21
343,Brigitte Albrecht-Loretan,F,31,175,64,Switzerland,2002 Winter,Winter,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,21
344,John Robert Albrechtson,M,39,181,67,Sweden,1976 Summer,Summer,Sailing Mixed Two Person Keelboat,Gold,20
345,"David Donald ""Dave"" Albritton",M,23,191,79,United States,1936 Summer,Summer,Athletics Men's High Jump,Silver,22
346,Anatoly Mikhaylovich Albul,M,24,181,87,Soviet Union,1960 Summer,Summer,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,27
347,Aldair Nascimento dos Santos,M,30,183,76,Brazil,1996 Summer,Summer,Football Men's Football,Bronze,23
348,Andrs Aldama Cabrera,M,20,183,63,Cuba,1976 Summer,Summer,Boxing Men's Light-Welterweight,Silver,19
349,Andrs Aldama Cabrera,M,24,183,63,Cuba,1980 Summer,Summer,Boxing Men's Welterweight,Gold,19
350,"Frederick Pitt ""Fred"" Alderman",M,22,177,75,United States,1928 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Gold,24
351,"Joan ""Jody"" Alderson (-Braskamp)",F,17,170,59,United States,1952 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,20
352,David Alegre Biosca,M,23,184,75,Spain,2008 Summer,Summer,Hockey Men's Hockey,Silver,22
353,Ramn Alegre Biosca,M,27,171,71,Spain,2008 Summer,Summer,Hockey Men's Hockey,Silver,24
354,Jo Qesem Ayela Aleh,F,26,171,58,New Zealand,2012 Summer,Summer,Sailing Women's Two Person Dinghy,Gold,20
355,Jo Qesem Ayela Aleh,F,30,171,58,New Zealand,2016 Summer,Summer,Sailing Women's Two Person Dinghy,Silver,20
356,Virgilijus Alekna,M,28,200,130,Lithuania,2000 Summer,Summer,Athletics Men's Discus Throw,Gold,33
357,Virgilijus Alekna,M,32,200,130,Lithuania,2004 Summer,Summer,Athletics Men's Discus Throw,Gold,33
358,Virgilijus Alekna,M,36,200,130,Lithuania,2008 Summer,Summer,Athletics Men's Discus Throw,Bronze,33
359,Boris Viktorovich Aleksandrov,M,20,168,69,Soviet Union,1976 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,24
360,Rumen Aleksandrov,M,20,176,89,Bulgaria,1980 Summer,Summer,Weightlifting Men's Middle-Heavyweight,Silver,29
361,Veniamin Veniaminovich Aleksandrov,M,22,180,81,Soviet Union,1960 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,25
362,Veniamin Veniaminovich Aleksandrov,M,26,180,81,Soviet Union,1964 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,25
363,Veniamin Veniaminovich Aleksandrov,M,30,180,81,Soviet Union,1968 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,25
364,Vladimir Petrovich Aleksandrov,M,26,178,89,Soviet Union-2,1984 Winter,Winter,Bobsleigh Men's Two,Bronze,28
365,Larisa Aleksandrova-Popova,F,19,180,83,Soviet Union,1976 Summer,Summer,Rowing Women's Coxed Quadruple Sculls,Silver,26
366,Larisa Aleksandrova-Popova,F,23,180,83,Soviet Union,1980 Summer,Summer,Rowing Women's Double Sculls,Gold,26
367,Artur Aleksanyan,M,20,190,98,Armenia,2012 Summer,Summer,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,27
368,Artur Aleksanyan,M,24,190,98,Armenia,2016 Summer,Summer,"Wrestling Men's Heavyweight, Greco-Roman",Gold,27
369,Vasily Ivanovich Alekseyev,M,30,185,160,Soviet Union,1972 Summer,Summer,Weightlifting Men's Super-Heavyweight,Gold,47
370,Vasily Ivanovich Alekseyev,M,34,185,160,Soviet Union,1976 Summer,Summer,Weightlifting Men's Super-Heavyweight,Gold,47
371,Galina Aleksandrovna Alekseyeva,F,17,157,50,Soviet Union,1964 Summer,Summer,Diving Women's Platform,Bronze,20
372,Milan Aleksi,M,26,193,96,Serbia,2012 Summer,Summer,Water Polo Men's Water Polo,Bronze,26
373,Milan Aleksi,M,30,193,96,Serbia,2016 Summer,Summer,Water Polo Men's Water Polo,Gold,26
374,Alessandra dos Santos de Oliveira,F,22,200,85,Brazil,1996 Summer,Summer,Basketball Women's Basketball,Silver,21
375,Alessandra dos Santos de Oliveira,F,26,200,85,Brazil,2000 Summer,Summer,Basketball Women's Basketball,Bronze,21
376,Alex Sandro Lobo Silva,M,21,177,60,Brazil,2012 Summer,Summer,Football Men's Football,Silver,19
377,Lisa Alexander,F,27,172,58,Canada,1996 Summer,Summer,Synchronized Swimming Women's Team,Silver,20
378,Michael O'Donel Bjarne Alexander,M,24,188,74,Great Britain,1960 Summer,Summer,"Fencing Men's epee, Team",Silver,21
379,Buffy-Lynne Alexander-Williams,F,23,170,69,Canada,2000 Summer,Summer,Rowing Women's Coxed Eights,Bronze,24
380,Marc Robert Alexandre,M,24,170,73,France,1984 Summer,Summer,Judo Men's Half-Lightweight,Bronze,25
381,Marc Robert Alexandre,M,28,170,73,France,1988 Summer,Summer,Judo Men's Lightweight,Gold,25
382,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18,179,71,Brazil,2008 Summer,Summer,Football Men's Football,Bronze,22
383,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22,179,71,Brazil,2012 Summer,Summer,Football Men's Football,Silver,22
384,Constantin Alexandru,M,26,157,52,Romania,1980 Summer,Summer,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver,21
385,Ion Alexe,M,26,189,81,Romania,1972 Summer,Summer,Boxing Men's Heavyweight,Silver,23
386,Vladimir Petrovich Aleynik,M,23,184,74,Soviet Union,1976 Summer,Summer,Diving Men's Platform,Bronze,22
387,Vladimir Petrovich Aleynik,M,27,184,74,Soviet Union,1980 Summer,Summer,Diving Men's Platform,Silver,22
388,Yevgeny Vasilyevich Aleynikov,M,33,181,88,Russia,2000 Summer,Summer,"Shooting Men's Air Rifle, 10 metres",Bronze,27
389,Abdoul Razak Issoufou Alfaga,M,21,207,90,Niger,2016 Summer,Summer,Taekwondo Men's Heavyweight,Silver,21
390,Lidiya Nikolayevna Alfeyeva,F,30,170,62,Soviet Union,1976 Summer,Summer,Athletics Women's Long Jump,Bronze,21
391,Alfonso Prez Muoz,M,19,178,69,Spain,1992 Summer,Summer,Football Men's Football,Gold,22
392,"Stephen Todd ""Steve"" Alford",M,19,185,74,United States,1984 Summer,Summer,Basketball Men's Basketball,Gold,22
393,Hans Daniel Alfredsson,M,33,182,92,Sweden,2006 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,28
394,Hans Daniel Alfredsson,M,41,182,92,Sweden,2014 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,28
395,"Zenny ""Algodo"" de Azevedo",M,23,183,77,Brazil,1948 Summer,Summer,Basketball Men's Basketball,Bronze,23
396,"Zenny ""Algodo"" de Azevedo",M,35,183,77,Brazil,1960 Summer,Summer,Basketball Men's Basketball,Bronze,23
397,Ulf Hkan Gran Algotsson,M,27,178,77,Sweden,1994 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,24
398,Sara Anneli Algotsson Ostholt,F,37,163,56,Sweden,2012 Summer,Summer,"Equestrianism Mixed Three-Day Event, Individual",Silver,21
399,Nasir Ali,M,25,176,69,Pakistan,1984 Summer,Summer,Hockey Men's Hockey,Gold,22
400,Nia Sifaatihii Ali,F,27,170,65,United States,2016 Summer,Summer,Athletics Women's 100 metres Hurdles,Silver,22
401,Syed Mushtaq Ali,M,22,165,61,India,1964 Summer,Summer,Hockey Men's Hockey,Gold,22
402,mile Ali Khan,M,17,180,69,France,1920 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Silver,21
403,Rahim Aliabadi,M,29,158,48,Iran,1972 Summer,Summer,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver,19
404,Sergey Gennadyevich Alifirenko,M,41,168,72,Russia,2000 Summer,Summer,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,26
405,Sergey Gennadyevich Alifirenko,M,45,168,72,Russia,2004 Summer,Summer,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,26
406,Mirko Alilovi,M,26,200,110,Croatia,2012 Summer,Summer,Handball Men's Handball,Bronze,28
407,Aline Pellegrino,F,22,180,71,Brazil,2004 Summer,Summer,Football Women's Football,Silver,22
408,Aleksey Aleksandrovich Alipov,M,29,175,80,Russia,2004 Summer,Summer,Shooting Men's Trap,Gold,26
409,Aleksey Aleksandrovich Alipov,M,32,175,80,Russia,2008 Summer,Summer,Shooting Men's Trap,Bronze,26
410,Alison Conte Cerutti,M,26,203,106,Brazil-1,2012 Summer,Summer,Beach Volleyball Men's Beach Volleyball,Silver,26
411,Alison Conte Cerutti,M,30,203,106,Brazil-1,2016 Summer,Summer,Beach Volleyball Men's Beach Volleyball,Gold,26
412,Deji Aliu,M,28,187,75,Nigeria,2004 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Bronze,21
413,Margarita Sergeyevna Aliychuk,F,17,174,48,Russia,2008 Summer,Summer,Rhythmic Gymnastics Women's Group,Gold,16
414,Kimia Alizadeh Zenoorin,F,18,185,57,Iran,2016 Summer,Summer,Taekwondo Women's Featherweight,Bronze,17
415,Yuliya Yakunovna Allagulova,F,19,176,54,Unified Team,1992 Winter,Winter,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,17
416,mile Allais,M,23,168,68,France,1936 Winter,Winter,Alpine Skiing Men's Combined,Bronze,24
